offset,opcode,kind,target
0x006A16,0x4EB9,jsr_abs_l,0x0000C1CC
0x006A26,0x4EB9,jsr_abs_l,0x00008B1C
0x006A40,0x4EB9,jsr_abs_l,0x0000B4AE
0x006A4C,0x4EB9,jsr_abs_l,0x0000AC34
0x006A5E,0x4EB9,jsr_abs_l,0x0000658C
0x006A64,0x4EB9,jsr_abs_l,0x0000646C
0x006A8C,0x4EB9,jsr_abs_l,0x00005CDC
0x006A92,0x4EB9,jsr_abs_l,0x0000CD82
0x006A9C,0x4EB9,jsr_abs_l,0x000095B0
0x006AA2,0x4EB9,jsr_abs_l,0x0000C060
0x006ACC,0x4EB9,jsr_abs_l,0x0000485E
0x006AE4,0x4EB9,jsr_abs_l,0x0000485E
0x006AF0,0x4EB9,jsr_abs_l,0x0000485E
0x006AF8,0x4EB9,jsr_abs_l,0x0001BA06
0x006AFE,0x4EB9,jsr_abs_l,0x000090DE
0x006B04,0x4EB9,jsr_abs_l,0x0000963A
0x006B22,0x4EB9,jsr_abs_l,0x000064B4
0x006B3C,0x4EB9,jsr_abs_l,0x0000485E
0x006B48,0x4EB9,jsr_abs_l,0x0000485E
0x006B5C,0x4EB9,jsr_abs_l,0x0000485E
0x006B62,0x4EB9,jsr_abs_l,0x0000C20C
0x006B68,0x4EB9,jsr_abs_l,0x0000C1CC
0x006B6E,0x4EB9,jsr_abs_l,0x0000C10E
0x006B74,0x4EB9,jsr_abs_l,0x0001BACA
0x006C00,0x4EF9,jmp_abs_l,0x0000007C
0x006C18,0x4EB9,jsr_abs_l,0x00008F22
0x006C5C,0x4EB9,jsr_abs_l,0x0000485E
0x006C6C,0x4EB9,jsr_abs_l,0x0000485E
0x006CBA,0x4EB9,jsr_abs_l,0x00008F22
0x006CCE,0x4EB9,jsr_abs_l,0x0000485E
0x006CE4,0x4EB9,jsr_abs_l,0x0000CE22
0x006CFC,0x4EB9,jsr_abs_l,0x00008F22
0x006D02,0x4EB9,jsr_abs_l,0x0000B550
0x006D1E,0x4EB9,jsr_abs_l,0x0000485E
0x006D36,0x4EB9,jsr_abs_l,0x00008F22
0x006D3C,0x4EB9,jsr_abs_l,0x0000B550
0x006D5E,0x4EB9,jsr_abs_l,0x0000485E
0x006D7E,0x4EB9,jsr_abs_l,0x0000485E
0x006D8A,0x4EB9,jsr_abs_l,0x0000485E
0x006D96,0x4EB9,jsr_abs_l,0x0000485E
0x006DA2,0x4EB9,jsr_abs_l,0x0000485E
0x006DAE,0x4EB9,jsr_abs_l,0x0000485E
0x006DBA,0x4EB9,jsr_abs_l,0x0000485E
0x006DF6,0x4EB9,jsr_abs_l,0x0000485E
0x006E08,0x4EB9,jsr_abs_l,0x0000CD82
0x006E20,0x4EB9,jsr_abs_l,0x00008206
0x006E32,0x4EB9,jsr_abs_l,0x0000485E
0x006E4E,0x4EB9,jsr_abs_l,0x0000485E
0x006E5A,0x4EB9,jsr_abs_l,0x0000485E
0x006E66,0x4EB9,jsr_abs_l,0x0000485E
0x006E74,0x4EB9,jsr_abs_l,0x00007726
0x006E8A,0x4EB9,jsr_abs_l,0x0000485E
0x006E96,0x4EB9,jsr_abs_l,0x0000485E
0x006EA2,0x4EB9,jsr_abs_l,0x0000485E
0x006EAE,0x4EB9,jsr_abs_l,0x0000485E
0x006EBA,0x4EB9,jsr_abs_l,0x0000485E
0x006EC4,0x4EB9,jsr_abs_l,0x00007726
0x006EDA,0x4EB9,jsr_abs_l,0x0000485E
0x006EEA,0x4EB9,jsr_abs_l,0x0000485E
0x006EF6,0x4EB9,jsr_abs_l,0x0000485E
0x006F0E,0x4EB9,jsr_abs_l,0x0000485E
0x006F40,0x4EB9,jsr_abs_l,0x00009422
0x006F5A,0x4EB9,jsr_abs_l,0x00009062
0x006F60,0x4EB9,jsr_abs_l,0x0000963A
0x006F92,0x4EB9,jsr_abs_l,0x000053B4
0x006F98,0x4EB9,jsr_abs_l,0x00004878
0x006FAA,0x4EB9,jsr_abs_l,0x0000C1A0
0x006FC6,0x4EB9,jsr_abs_l,0x0000963A
0x006FE4,0x4EB9,jsr_abs_l,0x0000C39E
0x006FEA,0x4EB9,jsr_abs_l,0x00004878
0x007004,0x4EB9,jsr_abs_l,0x0003310A
0x007016,0x4EB9,jsr_abs_l,0x00005B3A
0x00707E,0x4EB9,jsr_abs_l,0x00006416
0x0070A2,0x4EB9,jsr_abs_l,0x0000C1EC
0x0070BE,0x4EB9,jsr_abs_l,0x0000485E
0x0070DC,0x4EB9,jsr_abs_l,0x0000485E
0x00714C,0x4EB9,jsr_abs_l,0x000053B4
0x007160,0x4EB9,jsr_abs_l,0x00005928
0x007166,0x4EB9,jsr_abs_l,0x0000646C
0x0071C4,0x4EB9,jsr_abs_l,0x00005AB0
0x0071CC,0x4EB9,jsr_abs_l,0x00006416
0x00721C,0x4EB9,jsr_abs_l,0x00005AB0
0x007240,0x4EB9,jsr_abs_l,0x000050CA
0x00727C,0x4EB9,jsr_abs_l,0x0000485E
0x0072BA,0x4EB9,jsr_abs_l,0x0000485E
0x007378,0x4EB9,jsr_abs_l,0x00004878
0x0073AC,0x4EB9,jsr_abs_l,0x0000658C
0x0073BC,0x4EB9,jsr_abs_l,0x00005B3A
0x0073C8,0x4EB9,jsr_abs_l,0x0000485E
0x0073D4,0x4EB9,jsr_abs_l,0x0000485E
0x0073E6,0x4EB9,jsr_abs_l,0x00004878
0x0073F2,0x4EB9,jsr_abs_l,0x0000485E
0x0073FE,0x4EB9,jsr_abs_l,0x0000485E
0x00744E,0x4EB9,jsr_abs_l,0x00006200
0x007476,0x4EB9,jsr_abs_l,0x00006200
0x0074AA,0x4EB9,jsr_abs_l,0x0000485E
0x0074E6,0x4EB9,jsr_abs_l,0x0000485E
0x0075E6,0x4EB9,jsr_abs_l,0x00004878
0x0075F2,0x4EB9,jsr_abs_l,0x0000485E
0x0075FE,0x4EB9,jsr_abs_l,0x0000485E
0x00764C,0x4EB9,jsr_abs_l,0x00006200
0x007672,0x4EB9,jsr_abs_l,0x00006200
0x007692,0x4EB9,jsr_abs_l,0x00022294
0x007698,0x4EB9,jsr_abs_l,0x00006416
0x00769E,0x4EB9,jsr_abs_l,0x000085D8
0x0076A4,0x4EB9,jsr_abs_l,0x00008604
0x0076BA,0x4EB9,jsr_abs_l,0x0000485E
0x0076C6,0x4EB9,jsr_abs_l,0x0000485E
0x0076CC,0x4EB9,jsr_abs_l,0x00005B3A
0x0076D4,0x4EB9,jsr_abs_l,0x00008604
0x0076DA,0x4EB9,jsr_abs_l,0x00004878
0x0076F4,0x4EB9,jsr_abs_l,0x00005B3A
0x00771E,0x4EB9,jsr_abs_l,0x00005B3A
0x00792C,0x4EB9,jsr_abs_l,0x0000485E
0x007A46,0x4EB9,jsr_abs_l,0x00007EF4
0x007B30,0x4EB9,jsr_abs_l,0x0000485E
0x007B64,0x4EB9,jsr_abs_l,0x00004878
0x007B70,0x4EB9,jsr_abs_l,0x0000485E
0x007BA0,0x4EB9,jsr_abs_l,0x0000485E
0x007C06,0x4EB9,jsr_abs_l,0x00004FDA
0x007C26,0x4EB9,jsr_abs_l,0x00005B3A
0x007C2E,0x4EB9,jsr_abs_l,0x00004878
0x007C3A,0x4EB9,jsr_abs_l,0x0000485E
0x007F26,0x4EB9,jsr_abs_l,0x00008206
0x0081A6,0x4EB9,jsr_abs_l,0x0000485E
0x0081F8,0x4EB9,jsr_abs_l,0x0000B62C
0x0083D6,0x4EB9,jsr_abs_l,0x00005CDC
0x00842C,0x4EB9,jsr_abs_l,0x00005F60
0x00844A,0x4EB9,jsr_abs_l,0x00005F60
0x008466,0x4EB9,jsr_abs_l,0x00006200
0x0084AC,0x4EB9,jsr_abs_l,0x00008604
0x0084DA,0x4EB9,jsr_abs_l,0x0000485E
0x0084E8,0x4EB9,jsr_abs_l,0x00004878
0x0084F4,0x4EB9,jsr_abs_l,0x0000485E
0x00853A,0x4EB9,jsr_abs_l,0x00008604
0x008568,0x4EB9,jsr_abs_l,0x0000485E
0x008586,0x4EB9,jsr_abs_l,0x0000485E
0x008612,0x4EB9,jsr_abs_l,0x0000590C
0x008812,0x4EB9,jsr_abs_l,0x00007766
0x008A36,0x4EB9,jsr_abs_l,0x00004878
0x008AA0,0x4EB9,jsr_abs_l,0x00007766
0x008B08,0x4EB9,jsr_abs_l,0x00004878
0x008B7E,0x4EB9,jsr_abs_l,0x000064B4
0x008B88,0x4EB9,jsr_abs_l,0x000064B4
0x008B92,0x4EB9,jsr_abs_l,0x000064D8
0x008B9C,0x4EB9,jsr_abs_l,0x000064D8
0x008BC6,0x4EB9,jsr_abs_l,0x000053B4
0x008BD4,0x4EB9,jsr_abs_l,0x000053B4
0x008BF2,0x4EB9,jsr_abs_l,0x000053B4
0x008C00,0x4EB9,jsr_abs_l,0x000053B4
0x008C10,0x4EB9,jsr_abs_l,0x000053B4
0x008C1E,0x4EB9,jsr_abs_l,0x000053B4
0x008DF0,0x4EB9,jsr_abs_l,0x00008E4A
0x008E06,0x4EB9,jsr_abs_l,0x000064B4
0x008E3E,0x4EB9,jsr_abs_l,0x0000658C
0x008FEA,0x4EB9,jsr_abs_l,0x00008F3C
0x008FF0,0x4EB9,jsr_abs_l,0x0000963A
0x009002,0x4EB9,jsr_abs_l,0x00004878
0x0090DE,0x4EB9,jsr_abs_l,0x00009062
0x009106,0x4EB9,jsr_abs_l,0x0000B61E
0x009170,0x4EB9,jsr_abs_l,0x00009048
0x0091B6,0x4EB9,jsr_abs_l,0x00009048
0x0091FC,0x4EB9,jsr_abs_l,0x00008F22
0x009218,0x4EB9,jsr_abs_l,0x00008F22
0x00921E,0x4EB9,jsr_abs_l,0x0000B550
0x00924E,0x4EB9,jsr_abs_l,0x00009062
0x00925A,0x4EB9,jsr_abs_l,0x000090E6
0x009260,0x4EB9,jsr_abs_l,0x0000963A
0x0092A8,0x4EB9,jsr_abs_l,0x0000590C
0x009310,0x4EB9,jsr_abs_l,0x00004A6C
0x009328,0x4EB9,jsr_abs_l,0x000058E2
0x00936A,0x4EB9,jsr_abs_l,0x000058E2
0x009382,0x4EB9,jsr_abs_l,0x00004A74
0x0093B2,0x4EB9,jsr_abs_l,0x00005B3A
0x0093E0,0x4EB9,jsr_abs_l,0x0000AC34
0x00940A,0x4EB9,jsr_abs_l,0x0000485E
0x00941A,0x4EB9,jsr_abs_l,0x00004878
0x00957E,0x4EB9,jsr_abs_l,0x0000485E
0x0095E0,0x4EB9,jsr_abs_l,0x0000590C
0x0095F0,0x4EB9,jsr_abs_l,0x0000590C
0x00960A,0x4EB9,jsr_abs_l,0x0000590C
0x00962E,0x4EB9,jsr_abs_l,0x0000590C
0x009648,0x4EB9,jsr_abs_l,0x00009684
0x009650,0x4EB9,jsr_abs_l,0x00009ADA
0x009668,0x4EB9,jsr_abs_l,0x0000658C
0x00966E,0x4EB9,jsr_abs_l,0x0000646C
0x00A1D0,0x4EB9,jsr_abs_l,0x0000B5C8
0x00A426,0x4EB9,jsr_abs_l,0x00007726
0x00A44E,0x4EB9,jsr_abs_l,0x00007766
0x00A5B0,0x4EB9,jsr_abs_l,0x00004878
0x00A5E8,0x4EB9,jsr_abs_l,0x00004878
0x00A66E,0x4EB9,jsr_abs_l,0x0000AC34
0x00A67A,0x4EB9,jsr_abs_l,0x0000D104
0x00A684,0x4EB9,jsr_abs_l,0x0000D170
0x00A6A4,0x4EB9,jsr_abs_l,0x0000B550
0x00A6AA,0x4EB9,jsr_abs_l,0x00009616
0x00A6B6,0x4EB9,jsr_abs_l,0x00009062
0x00A6C2,0x4EB9,jsr_abs_l,0x00007726
0x00A6CA,0x4EB9,jsr_abs_l,0x00007766
0x00A6EA,0x4EB9,jsr_abs_l,0x0000B61E
0x00A702,0x4EB9,jsr_abs_l,0x00019A9E
0x00A71C,0x4EB9,jsr_abs_l,0x0000D170
0x00A72E,0x4EB9,jsr_abs_l,0x00007726
0x00A74A,0x4EB9,jsr_abs_l,0x00019D62
0x00A750,0x4EB9,jsr_abs_l,0x00019A9E
0x00A75E,0x4EB9,jsr_abs_l,0x00009062
0x00A7A4,0x4EB9,jsr_abs_l,0x0000485E
0x00A808,0x4EB9,jsr_abs_l,0x00008F22
0x00A820,0x4EB9,jsr_abs_l,0x00008F00
0x00A828,0x4EB9,jsr_abs_l,0x0000B550
0x00A842,0x4EB9,jsr_abs_l,0x0000D170
0x00A85E,0x4EB9,jsr_abs_l,0x00007726
0x00A876,0x4EB9,jsr_abs_l,0x0000485E
0x00A888,0x4EB9,jsr_abs_l,0x0000485E
0x00A894,0x4EB9,jsr_abs_l,0x0000485E
0x00A8C0,0x4EB9,jsr_abs_l,0x0001A422
0x00A8C6,0x4EB9,jsr_abs_l,0x00009062
0x00A8D6,0x4EB9,jsr_abs_l,0x000090A0
0x00A8DC,0x4EB9,jsr_abs_l,0x00008F22
0x00A8F6,0x4EB9,jsr_abs_l,0x0000902E
0x00A908,0x4EB9,jsr_abs_l,0x0000902E
0x00A92A,0x4EB9,jsr_abs_l,0x0000485E
0x00A93C,0x4EB9,jsr_abs_l,0x0000485E
0x00A942,0x4EB9,jsr_abs_l,0x0000963A
0x00A94A,0x4EB9,jsr_abs_l,0x00007726
0x00A970,0x4EB9,jsr_abs_l,0x0000658C
0x00A976,0x4EB9,jsr_abs_l,0x00008F22
0x00A97C,0x4EB9,jsr_abs_l,0x0000B550
0x00A990,0x4EB9,jsr_abs_l,0x0000B600
0x00A9AE,0x4EB9,jsr_abs_l,0x0000B600
0x00A9DA,0x4EB9,jsr_abs_l,0x0000658C
0x00A9EA,0x4EB9,jsr_abs_l,0x0001AF7C
0x00A9F0,0x4EB9,jsr_abs_l,0x00009062
0x00AA12,0x4EB9,jsr_abs_l,0x0000485E
0x00AA26,0x4EB9,jsr_abs_l,0x0000485E
0x00AA56,0x4EB9,jsr_abs_l,0x0000C39E
0x00AA5C,0x4EB9,jsr_abs_l,0x00004878
0x00AA6C,0x4EB9,jsr_abs_l,0x0000AC34
0x00AA76,0x4EB9,jsr_abs_l,0x0000C39E
0x00AA90,0x4EB9,jsr_abs_l,0x00004878
0x00AAE0,0x4EB9,jsr_abs_l,0x0000485E
0x00AAE6,0x4EF9,jmp_abs_l,0x0000A41C
0x00AAEE,0x4EB9,jsr_abs_l,0x00004878
0x00AB38,0x4EB9,jsr_abs_l,0x00004F86
0x00AB72,0x4EB9,jsr_abs_l,0x000065AE
0x00AB7A,0x4EB9,jsr_abs_l,0x00004878
0x00AC5C,0x4EB9,jsr_abs_l,0x000053B4
0x00AC8A,0x4EB9,jsr_abs_l,0x000053B4
0x00AD06,0x4EB9,jsr_abs_l,0x0000485E
0x00AD42,0x4EB9,jsr_abs_l,0x0000485E
0x00AD56,0x4EB9,jsr_abs_l,0x00009590
0x00AD68,0x4EB9,jsr_abs_l,0x00009598
0x00AD7A,0x4EB9,jsr_abs_l,0x000095A0
0x00AD8C,0x4EB9,jsr_abs_l,0x000095A8
0x00ADF4,0x4EB9,jsr_abs_l,0x000050CA
0x00AE16,0x4EB9,jsr_abs_l,0x0000B5C8
0x00AE52,0x4EB9,jsr_abs_l,0x00004FDA
0x00AE82,0x4EB9,jsr_abs_l,0x00004878
0x00AE8E,0x4EB9,jsr_abs_l,0x0000485E
0x00AE9A,0x4EB9,jsr_abs_l,0x0000485E
0x00AEA6,0x4EB9,jsr_abs_l,0x0000485E
0x00AEC6,0x4EB9,jsr_abs_l,0x0000B382
0x00AF0A,0x4EB9,jsr_abs_l,0x0000B360
0x00AF10,0x4EB9,jsr_abs_l,0x00004878
0x00AF20,0x4EB9,jsr_abs_l,0x000053B4
0x00AF7C,0x4EB9,jsr_abs_l,0x0000485E
0x00AF84,0x4EB9,jsr_abs_l,0x000064B4
0x00AF8E,0x4EB9,jsr_abs_l,0x00004878
0x00AFAE,0x4EB9,jsr_abs_l,0x0000B382
0x00B00E,0x4EB9,jsr_abs_l,0x00004FDA
0x00B04C,0x4EB9,jsr_abs_l,0x00004FDA
0x00B084,0x4EB9,jsr_abs_l,0x00004FDA
0x00B0BE,0x4EB9,jsr_abs_l,0x00004FDA
0x00B0DE,0x4EB9,jsr_abs_l,0x0000658C
0x00B0E4,0x4EB9,jsr_abs_l,0x00004878
0x00B0F0,0x4EB9,jsr_abs_l,0x0000485E
0x00B0FC,0x4EB9,jsr_abs_l,0x0000485E
0x00B108,0x4EB9,jsr_abs_l,0x0000485E
0x00B110,0x4EB9,jsr_abs_l,0x0000B360
0x00B116,0x4EB9,jsr_abs_l,0x00004878
0x00B162,0x4EB9,jsr_abs_l,0x000053B4
0x00B1A8,0x4EB9,jsr_abs_l,0x0000485E
0x00B1B0,0x4EB9,jsr_abs_l,0x000064B4
0x00B1BA,0x4EB9,jsr_abs_l,0x00004878
0x00B1DA,0x4EB9,jsr_abs_l,0x0000B382
0x00B222,0x4EB9,jsr_abs_l,0x00004FDA
0x00B242,0x4EB9,jsr_abs_l,0x0000658C
0x00B248,0x4EB9,jsr_abs_l,0x00004878
0x00B254,0x4EB9,jsr_abs_l,0x0000485E
0x00B260,0x4EB9,jsr_abs_l,0x0000485E
0x00B26C,0x4EB9,jsr_abs_l,0x0000485E
0x00B274,0x4EB9,jsr_abs_l,0x0000B360
0x00B27A,0x4EB9,jsr_abs_l,0x00004878
0x00B286,0x4EB9,jsr_abs_l,0x00004A6C
0x00B29E,0x4EB9,jsr_abs_l,0x00004A74
0x00B39A,0x4EB9,jsr_abs_l,0x00005CDC
0x00B3A6,0x4EB9,jsr_abs_l,0x00005CDC
0x00B450,0x4EB9,jsr_abs_l,0x00007766
0x00B474,0x4EB9,jsr_abs_l,0x00004A6C
0x00B490,0x4EB9,jsr_abs_l,0x00004A74
0x00B4A0,0x4EB9,jsr_abs_l,0x0000AC34
0x00B4A6,0x4EB9,jsr_abs_l,0x00004878
0x00B510,0x4EB9,jsr_abs_l,0x0000B4D6
0x00B77A,0x4EB9,jsr_abs_l,0x00005696
0x00B7AA,0x4EB9,jsr_abs_l,0x00005696
0x00B7F8,0x4EB9,jsr_abs_l,0x00005696
0x00B804,0x4EB9,jsr_abs_l,0x00005696
0x00B850,0x4EB9,jsr_abs_l,0x00005696
0x00B85C,0x4EB9,jsr_abs_l,0x00005696
0x00B87A,0x4EB9,jsr_abs_l,0x00004A6C
0x00B8B8,0x4EB9,jsr_abs_l,0x00005696
0x00B8C4,0x4EB9,jsr_abs_l,0x00005696
0x00B8F4,0x4EB9,jsr_abs_l,0x00005696
0x00B900,0x4EB9,jsr_abs_l,0x00005696
0x00B928,0x4EB9,jsr_abs_l,0x00004A74
0x00B956,0x4EB9,jsr_abs_l,0x00005696
0x00B974,0x4EB9,jsr_abs_l,0x00005696
0x00B9A0,0x4EB9,jsr_abs_l,0x0000C1A0
0x00B9D8,0x4EB9,jsr_abs_l,0x0000963A
0x00B9FC,0x4EB9,jsr_abs_l,0x00007766
0x00BB08,0x4EB9,jsr_abs_l,0x0000658C
0x00BB12,0x4EB9,jsr_abs_l,0x000064B4
0x00BBB2,0x4EB9,jsr_abs_l,0x0000963A
0x00BBB8,0x4EB9,jsr_abs_l,0x0000C39E
0x00BBC8,0x4EB9,jsr_abs_l,0x00004878
0x00BBE4,0x4EB9,jsr_abs_l,0x00004F86
0x00BC18,0x4EB9,jsr_abs_l,0x0000AC34
0x00BC2C,0x4EB9,jsr_abs_l,0x0000D104
0x00BC38,0x4EB9,jsr_abs_l,0x00007766
0x00BC6A,0x4EB9,jsr_abs_l,0x0000D170
0x00BC9E,0x4EB9,jsr_abs_l,0x0000485E
0x00BD1A,0x4EB9,jsr_abs_l,0x0000D170
0x00BD36,0x4EB9,jsr_abs_l,0x0000B550
0x00BD3E,0x4EB9,jsr_abs_l,0x0000B5C8
0x00BD62,0x4EB9,jsr_abs_l,0x0000B550
0x00BD6A,0x4EB9,jsr_abs_l,0x0000B5C8
0x00BD86,0x4EB9,jsr_abs_l,0x0000485E
0x00BE52,0x4EB9,jsr_abs_l,0x0000485E
0x00BE94,0x4EB9,jsr_abs_l,0x0000485E
0x00BEEA,0x4EB9,jsr_abs_l,0x0000485E
0x00BF32,0x4EB9,jsr_abs_l,0x0000C39E
0x00BF3E,0x4EB9,jsr_abs_l,0x0000AC34
0x00BF44,0x4EB9,jsr_abs_l,0x00004878
0x00BF6A,0x4EB9,jsr_abs_l,0x000053B4
0x00BF96,0x4EB9,jsr_abs_l,0x00005CDC
0x00BFEA,0x4EB9,jsr_abs_l,0x000053B4
0x00BFFE,0x4EB9,jsr_abs_l,0x00005CDC
0x00C054,0x4EB9,jsr_abs_l,0x00005928
0x00C10E,0x4EB9,jsr_abs_l,0x000064B4
0x00C154,0x4EB9,jsr_abs_l,0x00004A6C
0x00C18E,0x4EB9,jsr_abs_l,0x00004A74
0x00C1A4,0x4EB9,jsr_abs_l,0x00004A6C
0x00C1C0,0x4EB9,jsr_abs_l,0x00004A74
0x00C1D8,0x4EB9,jsr_abs_l,0x00004A18
0x00C1F8,0x4EB9,jsr_abs_l,0x00004A18
0x00C224,0x4EB9,jsr_abs_l,0x00005CDC
0x00C22A,0x4EB9,jsr_abs_l,0x0000D104
0x00C230,0x4EB9,jsr_abs_l,0x0000C39E
0x00C236,0x4EB9,jsr_abs_l,0x0000C260
0x00C240,0x4EB9,jsr_abs_l,0x0000658C
0x00C246,0x4EB9,jsr_abs_l,0x000064B4
0x00C288,0x4EB9,jsr_abs_l,0x00008F22
0x00C2AE,0x4EB9,jsr_abs_l,0x0000B550
0x00C2E6,0x4EB9,jsr_abs_l,0x0000B5C8
0x00C2FA,0x4EB9,jsr_abs_l,0x0000B61E
0x00C30E,0x4EB9,jsr_abs_l,0x0000B5C8
0x00C31C,0x4EB9,jsr_abs_l,0x0000B61E
0x00C342,0x4EB9,jsr_abs_l,0x00008F22
0x00C362,0x4EB9,jsr_abs_l,0x00008F22
0x00C368,0x4EB9,jsr_abs_l,0x00008ED8
0x00C374,0x4EB9,jsr_abs_l,0x0000C3D2
0x00C37A,0x4EB9,jsr_abs_l,0x0000C848
0x00C380,0x4EB9,jsr_abs_l,0x0000C4B6
0x00C386,0x4EB9,jsr_abs_l,0x0000C51A
0x00C38C,0x4EB9,jsr_abs_l,0x0000C77A
0x00C392,0x4EB9,jsr_abs_l,0x0000C924
0x00C3C0,0x4EB9,jsr_abs_l,0x0000C260
0x00C3C6,0x4EB9,jsr_abs_l,0x0000C44A
0x00C3D2,0x4EB9,jsr_abs_l,0x00004A6C
0x00C3EE,0x4EB9,jsr_abs_l,0x0000665E
0x00C442,0x4EB9,jsr_abs_l,0x00004A74
0x00C464,0x4EB9,jsr_abs_l,0x0000B6D6
0x00C47E,0x4EB9,jsr_abs_l,0x00004FDA
0x00C4A6,0x4EB9,jsr_abs_l,0x00004FDA
0x00C4F4,0x4EB9,jsr_abs_l,0x00005F60
0x00C512,0x4EB9,jsr_abs_l,0x00005F60
0x00C54E,0x4EB9,jsr_abs_l,0x0000B5C8
0x00C5E8,0x4EB9,jsr_abs_l,0x0000B5C8
0x00C5F4,0x4EB9,jsr_abs_l,0x0000B61E
0x00C66A,0x4EB9,jsr_abs_l,0x0000B5C8
0x00C676,0x4EB9,jsr_abs_l,0x0000B61E
0x00C722,0x4EB9,jsr_abs_l,0x0000665E
0x00C72A,0x4EB9,jsr_abs_l,0x00004A6C
0x00C742,0x4EB9,jsr_abs_l,0x00004A74
0x00C77A,0x4EB9,jsr_abs_l,0x00008F22
0x00C780,0x4EB9,jsr_abs_l,0x00008ED8
0x00C788,0x4EB9,jsr_abs_l,0x0000900A
0x00C792,0x4EB9,jsr_abs_l,0x00006672
0x00C7C2,0x4EB9,jsr_abs_l,0x00006156
0x00C7CE,0x4EB9,jsr_abs_l,0x00005EB0
0x00C7EA,0x4EB9,jsr_abs_l,0x0000665E
0x00C804,0x4EB9,jsr_abs_l,0x00004A6C
0x00C840,0x4EB9,jsr_abs_l,0x00004A74
0x00C87C,0x4EB9,jsr_abs_l,0x00005F7C
0x00C88E,0x4EB9,jsr_abs_l,0x00006672
0x00C8C0,0x4EB9,jsr_abs_l,0x00006156
0x00C8CE,0x4EB9,jsr_abs_l,0x00006672
0x00C900,0x4EB9,jsr_abs_l,0x00006156
0x00C988,0x4EB9,jsr_abs_l,0x0000774A
0x00C9B2,0x4EB9,jsr_abs_l,0x0000485E
0x00CA34,0x4EB9,jsr_abs_l,0x0000485E
0x00CA46,0x4EB9,jsr_abs_l,0x0000485E
0x00CA54,0x4EB9,jsr_abs_l,0x0000C39E
0x00CA5A,0x4EB9,jsr_abs_l,0x00004878
0x00CA6E,0x4EB9,jsr_abs_l,0x0000485E
0x00CA76,0x4EB9,jsr_abs_l,0x0000774A
0x00CAC4,0x4EB9,jsr_abs_l,0x0000485E
0x00CAFA,0x4EB9,jsr_abs_l,0x0000774A
0x00CB80,0x4EB9,jsr_abs_l,0x00004878
0x00CB9A,0x4EB9,jsr_abs_l,0x0001B39C
0x00CBE0,0x4EB9,jsr_abs_l,0x0000B550
0x00CC12,0x4EB9,jsr_abs_l,0x00007726
0x00CC7E,0x4EB9,jsr_abs_l,0x00019D62
0x00CC84,0x4EB9,jsr_abs_l,0x000090DE
0x00CCBA,0x4EB9,jsr_abs_l,0x0000485E
0x00CCDA,0x4EB9,jsr_abs_l,0x0000485E
0x00CCE0,0x4EB9,jsr_abs_l,0x00007766
0x00CD06,0x4EB9,jsr_abs_l,0x0000485E
0x00CD22,0x4EB9,jsr_abs_l,0x0000485E
0x00CD2A,0x4EB9,jsr_abs_l,0x00004878
0x00CD32,0x4EB9,jsr_abs_l,0x0001BB22
0x00CD3E,0x4EB9,jsr_abs_l,0x0000CD82
0x00CD44,0x4EB9,jsr_abs_l,0x0001BA06
0x00CD4A,0x4EB9,jsr_abs_l,0x0000AC34
0x00CD72,0x4EB9,jsr_abs_l,0x0000963A
0x00CD7A,0x4EB9,jsr_abs_l,0x00004878
0x00CE26,0x4EB9,jsr_abs_l,0x00009616
0x00CE2C,0x4EB9,jsr_abs_l,0x00008F22
0x00CE38,0x4EB9,jsr_abs_l,0x0001AF7C
0x00CE50,0x4EB9,jsr_abs_l,0x0000485E
0x00CE5C,0x4EB9,jsr_abs_l,0x0000485E
0x00CE68,0x4EB9,jsr_abs_l,0x000095D2
0x00CE6E,0x4EB9,jsr_abs_l,0x000090DE
0x00CE74,0x4EB9,jsr_abs_l,0x0000963A
0x00CE7A,0x4EB9,jsr_abs_l,0x00004878
0x00CEAC,0x4EB9,jsr_abs_l,0x0000862E
0x00CEC8,0x4EB9,jsr_abs_l,0x0000485E
0x00CED0,0x4EB9,jsr_abs_l,0x00008A4C
0x00CEEE,0x4EB9,jsr_abs_l,0x00004878
0x00CEFE,0x4EB9,jsr_abs_l,0x00006672
0x00CF04,0x4EB9,jsr_abs_l,0x00006672
0x00CF24,0x4EB9,jsr_abs_l,0x00006156
0x00CF5C,0x4EB9,jsr_abs_l,0x00004878
0x00CF7C,0x4EB9,jsr_abs_l,0x0000B5C8
0x00CF96,0x4EB9,jsr_abs_l,0x00007766
0x00CFA8,0x4EB9,jsr_abs_l,0x0000485E
0x00CFB0,0x4EB9,jsr_abs_l,0x00008F3C
0x00CFB6,0x4EB9,jsr_abs_l,0x0000963A
0x00CFC8,0x4EB9,jsr_abs_l,0x0000485E
0x00D014,0x4EB9,jsr_abs_l,0x0000862E
0x00D030,0x4EB9,jsr_abs_l,0x0000485E
0x00D038,0x4EB9,jsr_abs_l,0x00008A4C
0x00D046,0x4EB9,jsr_abs_l,0x00004878
0x00D086,0x4EB9,jsr_abs_l,0x00005F96
0x00D108,0x4EB9,jsr_abs_l,0x00007726
0x00D110,0x4EB9,jsr_abs_l,0x0000C39E
0x00D122,0x4EB9,jsr_abs_l,0x0000C260
